# NR - NARS Array
# Station, Lat, Lon, Elevation, Success Period (day), EQ Period(day), Period Ratio, Begin, End, Successful, UnSuccessful, Name
NE81,28.92,-109.64,295 m,72.5544958498677,29.30085409321581,0.40384614,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,21,52,Novillo, Mexico
NE70,32.42,-115.26,-23.0 m,507.881470949074,117.20341637286324,0.23076923,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,3,13,Mexicali, Mexico
NE75,27.29,-112.86,137 m,84.64691182484567,31.742591934317126,0.375,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,18,48,San Ignacio, Mexico
NE82,26.92,-109.23,183 m,60.94577651435185,26.73060373436485,0.4385965,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,25,57,Navajoa, Mexico
NE71,31.69,-115.91,1155 m,101.57629419058641,38.0911103214699,0.375,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,15,40,Agua Blanca, Mexico
NE79,23.12,-109.76,225 m,169.29382365097737,39.06780545791785,0.23076923,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,9,39,San Jose del Cabo, Mexico
NE76,26.89,-112.00,35 m,117.20341637375356,31.742591934558256,0.27083334,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,13,48,Mulege, Mexico
NE72,30.85,-116.06,17 m,169.29382365097737,30.472888257175924,0.18,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,9,50,Camalu, Mexico
NE83,24.73,-107.74,28 m,1523.6444128587962,126.97036773823302,0.083333336,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,1,12,Navolato, Mexico
NE73,30.07,-115.35,489 m,126.97036773919751,27.207935944113757,0.21428572,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,12,56,Turquesa, Mexico
NE77,26.02,-111.36,40 m,190.4555516087963,39.06780545821462,0.20512821,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,8,39,Loreto, Mexico
NE80,30.50,-112.32,225 m,72.55449585097001,29.300854093660963,0.40384614,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,21,52,Caborca, Mexico
NE74,28.01,-114.01,21 m,761.8222064351852,40.09590560185185,0.05263158,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,2,38,Guerrero Negro, Mexico
NE78,24.40,-111.11,82 m,761.8222064351852,84.64691182613167,0.11111111,AD 2002.04.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,2,18,Las Pocitas, Mexico
