# G - GEOSCOPE
# Station, Lat, Lon, Elevation, Success Period (day), EQ Period(day), Period Ratio, Begin, End, Successful, Total, Name
CAN,-35.32,149.00,650 m,36.16410680852644,15.690691353119357,0.4338747,AD 1987.11.27 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,187,431,Canberra, Australia
KIP,21.42,-158.01,70 m,459.48049832465273,39.95482594127415,0.08695652,AD 1986.04.17 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,16,184,Kipapa, Hawai, U.S.A. (Pacific Ocean)
PAF,-49.35,70.21,17 m,657.9759979380342,67.35187380468065,0.10236221,AD 1983.01.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,13,127,Port aux Francais, Kerguelen (South Indian Ocean)
PEL,-33.15,-70.68,660 m,324.557331099537,47.496194795054194,0.14634146,AD 1995.10.04 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,12,82,Peldehue,Chile
WUS,41.20,79.22,1457 m,10.889684606481481,8.526996102954502,0.78303427,AD 1988.10.31 00:00:00.000 GMT,AD 2003.02.22 01:10:00.000 GMT,480,613,Wushi, Xinjiang Uygur, China
TAM,22.79,5.53,1377 m,38.30087429398147,30.84152798953565,0.80524343,AD 1983.11.16 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,215,267,Tamanrasset, Algeria
CRZF,-46.43,51.86,140 m,530.4777123718584,49.51125315470678,0.093333334,AD 1986.02.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,14,150,Port Alfred, Crozet, South Indian Ocean
RER,-21.16,55.75,834 m,529.8348552290013,60.306406286227784,0.11382114,AD 1986.02.10 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,14,123,Riviere de l'Est, La Reunion (Indian Ocean)
FDF,14.73,-61.14,467 m,305.1875525784465,85.83399916268807,0.28125,AD 1998.11.25 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,9,32,Fort de France, Martinique France
ATD,11.53,42.85,610 m,63.69848612440565,25.899384468164936,0.4065934,AD 1993.07.07 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,74,182,Arta Cave, Djibouti
EVO,38.53,-8.01,0.0 m,Infinity,19.739130434782606,0.0,AD 1996.02.07 00:00:00.000 GMT,AD 1997.05.06 00:00:00.000 GMT,0,23,Evora , Portugal
SEY,62.93,152.37,206 m,23.207547169811317,11.603773584905658,0.5,AD 1990.09.21 00:00:00.000 GMT,AD 1994.02.02 00:00:00.000 GMT,53,106,Seymchan, URSS
AIS,-37.80,77.57,35 m,908.5375946435184,42.06192567794067,0.046296295,AD 1993.12.25 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,5,108,New Amsterdam, Indian Ocean
ECH,48.22,7.16,580 m,46.98915680345117,22.47307499295491,0.47826087,AD 1990.11.08 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,121,253,Echery , France
KOG,5.21,-52.73,10 m,51.18860398860399,37.6670859538784,0.7358491,AD 1994.07.02 00:00:00.000 GMT,AD 1999.12.19 08:32:00.000 GMT,39,53,Kourou, French Guyana
GRC,47.30,3.07,191 m,130.3392857142857,16.58863636363636,0.12727273,AD 2000.06.21 00:00:00.000 GMT,AD 2002.12.20 09:00:00.000 GMT,7,55,Garchy, France
INU,35.35,137.03,132 m,26.332164693742193,13.366326945302598,0.50760454,AD 1987.03.04 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,267,526,Inuyama, Japan
HYB,17.42,78.55,510 m,16.92716792861111,11.136294689875731,0.65789473,AD 1989.01.15 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,375,570,Hyderabad, India
UNM,19.33,-99.18,2280 m,119.19771373937074,31.23362552528966,0.2620321,AD 1990.06.06 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,49,187,Unam,Mexico
HDC,10.00,-84.11,1154 m,224.9125315486111,44.39063122669956,0.19736843,AD 1997.03.08 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,15,76,Heredia, Costa Rica
SSB,45.28,4.54,700 m,41.30369940483177,24.03739883395947,0.58196723,AD 1982.05.02 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,213,366,Saint Sauveur Badole, France
MPG,5.11,-52.64,147 m,86.42751892916665,49.10654484611742,0.5681818,AD 2000.07.03 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,25,44,Montagne des Pères, French Guyana
MBO,14.39,-16.95,3.0 m,2526.5626577469134,631.6406644367283,0.25,AD 1985.09.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,3,12,M'Bour, Senegal
DZM,-22.07,166.44,878 m,83.80733110339506,32.44154752389486,0.38709676,AD 2003.09.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,12,31,Dzumac, New Caledonia
DRV,-66.67,140.01,40 m,29.588398299763906,13.07515488246609,0.44190142,AD 1986.02.01 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,251,568,Dumont d'Urville, Terre Adelie (Antartica)
SPB,-23.59,-47.43,85 m,151.57033221836417,68.63562213661774,0.4528302,AD 1996.06.17 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,24,53,Sao Paulo, Brazil
SSB2,45.28,4.54,700 m,15.944444444444443,10.25,0.64285713,AD 1991.11.19 00:00:00.000 GMT,AD 1993.06.15 00:00:00.000 GMT,36,56,Saint Sauveur Badole, France
NOUC,-22.10,166.30,112 m,123.10533283779148,41.809358322268814,0.33962265,AD 1988.03.21 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,54,159,Port Laguerre, New Caledonia
SCZ,36.60,-121.40,261 m,47.69077106693294,16.471078946367356,0.34537247,AD 1986.06.11 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,153,443,Chualar Canyon, Santa Cruz, California, U.S.A.
SSB3,45.28,4.54,700 m,7.166666666666666,4.777777777777778,0.6666667,AD 1993.05.04 00:00:00.000 GMT,AD 1993.06.16 00:00:00.000 GMT,6,9,Saint Sauveur Badole, France
