# XH94 - Colorado Plateau-Great Basin Network 
# Station, Lat, Lon, Elevation, Success Period (day), EQ Period(day), Period Ratio, Begin, End, Successful, UnSuccessful, Name
SRS,38.91,-110.60,2019 m,283.04296489891976,117.93456870788322,0.41666666,AD 1994.10.18 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,15,36,San Rafael Swell, Utah
MDW,38.89,-112.36,1640 m,265.35277959273725,117.93456870788322,0.44444445,AD 1994.10.18 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,16,36,Meadow, Utah
LMP,37.98,-111.20,1922 m,249.74379255787034,103.55230423131209,0.41463414,AD 1994.10.18 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,17,41,Lampstand, Utah
PHR,37.65,-114.99,1585 m,48.666666666666664,12.166666666666666,0.25,AD 1994.10.18 00:00:00.000 GMT,AD 1995.03.13 00:00:00.000 GMT,3,12,Pahroc, Nevada
CYF,37.55,-109.87,2057 m,265.35277959346064,124.87189627927559,0.47058824,AD 1994.10.18 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,16,34,Cyclone Flat, Utah
WCP,40.52,-114.17,1573 m,303.2603195353836,71.96007582195543,0.23728813,AD 1994.10.18 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,14,59,Wildcat Peak, Nevada
MLC,38.99,-116.77,2292 m,385.96767940867,117.93456870820472,0.30555555,AD 1994.10.18 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,11,36,Mill Canyon, Nevada
GAR,38.88,-114.10,1977 m,169.8257789398148,78.62304580546983,0.46296296,AD 1994.10.18 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,25,54,Garrison, Utah-Nevada border
WMT,40.11,-111.84,1516 m,35.166666666666664,11.722222222222221,0.33333334,AD 1994.11.13 00:00:00.000 GMT,AD 1995.06.12 00:00:00.000 GMT,6,18,West Mountain, Utah
RCC,40.52,-110.59,2280 m,234.42469297196502,131.86388979673032,0.5625,AD 1994.11.13 00:00:00.000 GMT,AD 2499.01.01 00:00:00.000 GMT,18,32,Rock Corral Creek, Utah
